postal_code,Years,useful,funny,cool,Price,stars_1,stars_2,stars_3,stars_4,stars_5,stars,reviews_perc,prev_stars,stars_perc,Perc_Change_tminus1,Per_Change_t,Perc_Change_tplus1
15015,2015,0,0,0,2,1,0,0,0,0,1,2.57E-05,5,-0.8,0.06302521,0.051383399,0.078947368
15015,2016,0.5,0.5,0,1,0.5,0,0,0,0.5,3,4.55E-05,1,2,0.051383399,0.078947368,0.034843206
15017,2007,1.75,0.25,0.25,1.75,0,0,0.5,0,0.5,4,0.004716981,,0.333333333,0.022222222,0.043478261,-0.020833333
15017,2008,0.666666667,0,0,1.5,0,0.333333333,0,0.333333333,0.333333333,3.666666667,0.001591512,4,-0.083333333,0.043478261,-0.020833333,-0.010638298
15017,2009,1.833333333,1.166666667,0.916666667,1.818181818,0.166666667,0.25,0.333333333,0.166666667,0.083333333,2.75,0.003317667,3.666666667,-0.25,-0.020833333,-0.010638298,0.043010753
15017,2010,1.074074074,0.296296296,0.296296296,1.8,0.074074074,0.037037037,0.37037037,0.111111111,0.407407407,3.740740741,0.004302789,2.75,0.36026936,-0.010638298,0.043010753,0.010309278
15017,2011,1.276315789,0.434210526,0.5,1.65,0.144736842,0.078947368,0.276315789,0.302631579,0.197368421,3.328947368,0.006512983,3.740740741,-0.110083377,0.043010753,0.010309278,0
15017,2012,1.239130435,0.405797101,0.31884058,1.682539683,0.137681159,0.101449275,0.202898551,0.326086957,0.231884058,3.413043478,0.008254576,3.328947368,0.025262073,0.010309278,0,0.030612245
15017,2013,1.175213675,0.337606838,0.320512821,1.814285714,0.153846154,0.145299145,0.132478632,0.256410256,0.311965812,3.427350427,0.011118502,3.413043478,0.004191845,0,0.030612245,0.02970297
15017,2014,0.97752809,0.202247191,0.288389513,1.773809524,0.198501873,0.082397004,0.123595506,0.25093633,0.344569288,3.460674157,0.00926665,3.427350427,0.009722884,0.030612245,0.02970297,0.052884615
15017,2015,0.666666667,0.139088729,0.263788969,1.773584906,0.179856115,0.103117506,0.143884892,0.220623501,0.352517986,3.462829736,0.010716488,3.460674157,0.000622878,0.02970297,0.052884615,0.054794521
15017,2016,0.53654485,0.139534884,0.272425249,1.75,0.1910299,0.131229236,0.101328904,0.202657807,0.373754153,3.436877076,0.013693022,3.462829736,-0.007494639,0.052884615,0.054794521,0.03030303
15017,2017,0.348837209,0.046511628,0.209302326,1.818181818,0.162790698,0.046511628,0.093023256,0.395348837,0.302325581,3.627906977,0.017213771,3.436877076,0.055582407,0.054794521,0.03030303,-1
15018,2016,1.75,0.75,1,,0.25,0.25,0.25,0.25,0,2.5,9.10E-05,,-0.310897436,,,
15024,2010,0,1,0,1,0,0,0,0,1,5,0.000159363,,1,0.011363636,0.02247191,-0.005494505
15024,2011,2.428571429,0.428571429,1.428571429,1.857142857,0.142857143,0,0.285714286,0.571428571,0,3.285714286,0.00059988,5,-0.342857143,0.02247191,-0.005494505,0.005524862
15024,2012,0.428571429,0.285714286,0.285714286,1.5,0,0,0.142857143,0.285714286,0.571428571,4.428571429,0.00041871,3.285714286,0.347826087,-0.005494505,0.005524862,0.010989011
15024,2013,0.3,0.1,0.1,1.888888889,0,0.2,0.1,0.3,0.4,3.9,0.00047515,4.428571429,-0.119354839,0.005524862,0.010989011,0.048913043
15024,2014,0.608695652,0.130434783,0.347826087,2.111111111,0.260869565,0.043478261,0.173913043,0.260869565,0.260869565,3.217391304,0.000798251,3.9,-0.175027871,0.010989011,0.048913043,0.025906736
15024,2015,0.333333333,0.222222222,0.111111111,1.625,0.444444444,0.222222222,0,0,0.333333333,2.555555556,0.000231291,3.217391304,-0.205705706,0.048913043,0.025906736,0.01010101
15024,2016,0.413793103,0.137931034,0.206896552,1.555555556,0.172413793,0.034482759,0.172413793,0.24137931,0.379310345,3.620689655,0.000659631,2.555555556,0.416791604,0.025906736,0.01010101,0.025
15024,2017,0,0,0,1,0,0,0,0.5,0.5,4.5,0.000800641,3.620689655,0.242857143,0.01010101,0.025,-1
15025,2009,1.25,0,0.25,2,0,0,0.25,0.75,0,3.75,0.001105889,,-0.166666667,0.018181818,-0.026785714,-0.027522936
15025,2010,3,0,0,1,0,0,0,0,1,5,0.000318725,3.75,0.333333333,-0.026785714,-0.027522936,0.037735849
15025,2011,1.6,0.4,0.4,2,0.2,0,0.2,0.2,0.4,3.6,0.000428486,5,-0.28,-0.027522936,0.037735849,-0.018181818
15025,2012,2.642857143,1.285714286,1.357142857,2,0,0,0.071428571,0.571428571,0.357142857,4.285714286,0.000837421,3.6,0.19047619,0.037735849,-0.018181818,0
